1,in_use,,,Opcode,prependage,appendage,Specific,variant,comments,,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,,31:30:29:28:27:26:25:24:23:22:21:20:19:18:17:16:15:14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,,Binary,,NAME,//		Opcode                                                          	BINARY    	OPCODE    	comments,//		BINARY    	Opcode    	Opcode	comments
926,//,,,FMAXV,,,,,,,0,Q,1,0,1,1,1,0,0,-,1,1,0,0,0,0,1,1,1,1,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2E30F800,,"fmaxv,                                                  ","//		fmaxv,                                                  	/* 0x2E30F800	FMAXV     	 */","//		0x2E30F800,	/* FMAXV     	fmaxv	 */"
927,//,,,FMINNMV,,,,,,,0,Q,1,0,1,1,1,0,1,-,1,1,0,0,0,0,1,1,0,0,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2EB0C800,,"fminnmv,                                                ","//		fminnmv,                                                	/* 0x2EB0C800	FMINNMV   	 */","//		0x2EB0C800,	/* FMINNMV   	fminnmv	 */"
928,//,,,FMINV,,,,,,,0,Q,1,0,1,1,1,0,1,-,1,1,0,0,0,0,1,1,1,1,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2EB0F800,,"fminv,                                                  ","//		fminv,                                                  	/* 0x2EB0F800	FMINV     	 */","//		0x2EB0F800,	/* FMINV     	fminv	 */"
929,//,,AdvSIMD copy,,,,,,,,0,Q,op,0,1,1,1,0,0,0,0,imm5,,,,,0,imm4,,,,1,Rn,,,,,Rd,,,,,,,,,,,	/* AdvSIMD copy */,	/* AdvSIMD copy */
930,//,,,DUP,v,element_Vector,element,Vector,,,0,-,0,0,1,1,1,0,0,0,0,-,-,-,-,-,0,0,0,0,0,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x0E000400,,"vdupelement_Vector,                                     ","//		vdupelement_Vector,                                     	/* 0x0E000400	DUP       	 */","//		0x0E000400,	/* DUP       	vdupelement_Vector	 */"
931,//,,,DUP,,general,general,,,,0,-,0,0,1,1,1,0,0,0,0,-,-,-,-,-,0,0,0,0,1,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x0E000C00,,"dupgeneral,                                             ","//		dupgeneral,                                             	/* 0x0E000C00	DUP       	 */","//		0x0E000C00,	/* DUP       	dupgeneral	 */"
932,//,,,SMOV,v,32_bit,,32_bit,,,0,0,0,0,1,1,1,0,0,0,0,-,-,-,-,-,0,0,1,0,1,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x0E002C00,,"vsmov32_bit,                                            ","//		vsmov32_bit,                                            	/* 0x0E002C00	SMOV      	 */","//		0x0E002C00,	/* SMOV      	vsmov32_bit	 */"
933,//,,,UMOV,v,32_bit,,32_bit,,,0,0,0,0,1,1,1,0,0,0,0,-,-,-,-,-,0,0,1,1,1,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x0E003C00,,"vumov32_bit,                                            ","//		vumov32_bit,                                            	/* 0x0E003C00	UMOV      	 */","//		0x0E003C00,	/* UMOV      	vumov32_bit	 */"
934,//,,,INS,,general,general,,,,0,1,0,0,1,1,1,0,0,0,0,-,-,-,-,-,0,0,0,1,1,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x4E001C00,,"insgeneral,                                             ","//		insgeneral,                                             	/* 0x4E001C00	INS       	 */","//		0x4E001C00,	/* INS       	insgeneral	 */"
935,//,,,SMOV,v,64_bit,,64_bit,,,0,1,0,0,1,1,1,0,0,0,0,-,-,-,-,-,0,0,1,0,1,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x4E002C00,,"vsmov64_bit,                                            ","//		vsmov64_bit,                                            	/* 0x4E002C00	SMOV      	 */","//		0x4E002C00,	/* SMOV      	vsmov64_bit	 */"
936,//,,,UMOV,v,64_bit,,64_bit,,,0,1,0,0,1,1,1,0,0,0,0,-,-,-,-,-,0,0,1,1,1,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x4E003C00,,"vumov64_bit,                                            ","//		vumov64_bit,                                            	/* 0x4E003C00	UMOV      	 */","//		0x4E003C00,	/* UMOV      	vumov64_bit	 */"
937,//,,,INS,,element,element,,,,0,1,1,0,1,1,1,0,0,0,0,-,-,-,-,-,0,-,-,-,-,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x6E000400,,"inselement,                                             ","//		inselement,                                             	/* 0x6E000400	INS       	 */","//		0x6E000400,	/* INS       	inselement	 */"
938,//,,AdvSIMD vector x indexed element,,,,,,,,0,Q,U,0,1,1,1,1,size,,L,M,Rm,,,,opcode,,,,H,0,Rn,,,,,Rd,,,,,,,,,,,	/* AdvSIMD vector x indexed element */,	/* AdvSIMD vector x indexed element */
939,//,,,SMLAL,,by_element,by_element,,,,0,Q,0,0,1,1,1,1,-,-,L,M,Rm,,,,0,0,1,0,H,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x0F002000,,"smlalby_element,                                        ","//		smlalby_element,                                        	/* 0x0F002000	SMLAL     	 */","//		0x0F002000,	/* SMLAL     	smlalby_element	 */"
940,//,,,SMLAL2,,by_element,by_element,,,,0,Q,0,0,1,1,1,1,-,-,L,M,Rm,,,,0,0,1,0,H,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x0F002000,,"smlal2by_element,                                       ","//		smlal2by_element,                                       	/* 0x0F002000	SMLAL2    	 */","//		0x0F002000,	/* SMLAL2    	smlal2by_element	 */"
941,//,,,SQDMLAL,v,by_element_Vector,by_element,Vector,,,0,Q,0,0,1,1,1,1,-,-,L,M,Rm,,,,0,0,1,1,H,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x0F003000,,"vsqdmlalby_element_Vector,                              ","//		vsqdmlalby_element_Vector,                              	/* 0x0F003000	SQDMLAL   	 */","//		0x0F003000,	/* SQDMLAL   	vsqdmlalby_element_Vector	 */"
942,//,,,SQDMLAL2,v,by_element_Vector,by_element,Vector,,,0,Q,0,0,1,1,1,1,-,-,L,M,Rm,,,,0,0,1,1,H,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x0F003000,,"vsqdmlal2by_element_Vector,                             ","//		vsqdmlal2by_element_Vector,                             	/* 0x0F003000	SQDMLAL2  	 */","//		0x0F003000,	/* SQDMLAL2  	vsqdmlal2by_element_Vector	 */"
943,//,,,SMLSL,,by_element,by_element,,,,0,Q,0,0,1,1,1,1,-,-,L,M,Rm,,,,0,1,1,0,H,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x0F006000,,"smlslby_element,                                        ","//		smlslby_element,                                        	/* 0x0F006000	SMLSL     	 */","//		0x0F006000,	/* SMLSL     	smlslby_element	 */"
944,//,,,SMLSL2,,by_element,by_element,,,,0,Q,0,0,1,1,1,1,-,-,L,M,Rm,,,,0,1,1,0,H,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x0F006000,,"smlsl2by_element,                                       ","//		smlsl2by_element,                                       	/* 0x0F006000	SMLSL2    	 */","//		0x0F006000,	/* SMLSL2    	smlsl2by_element	 */"
945,//,,,SQDMLSL,v,by_element_Vector,by_element,Vector,,,0,Q,0,0,1,1,1,1,-,-,L,M,Rm,,,,0,1,1,1,H,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x0F007000,,"vsqdmlslby_element_Vector,                              ","//		vsqdmlslby_element_Vector,                              	/* 0x0F007000	SQDMLSL   	 */","//		0x0F007000,	/* SQDMLSL   	vsqdmlslby_element_Vector	 */"
946,//,,,SQDMLSL2,v,by_element_Vector,by_element,Vector,,,0,Q,0,0,1,1,1,1,-,-,L,M,Rm,,,,0,1,1,1,H,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x0F007000,,"vsqdmlsl2by_element_Vector,                             ","//		vsqdmlsl2by_element_Vector,                             	/* 0x0F007000	SQDMLSL2  	 */","//		0x0F007000,	/* SQDMLSL2  	vsqdmlsl2by_element_Vector	 */"
947,//,,,MUL,,by_element,by_element,,,,0,Q,0,0,1,1,1,1,-,-,L,M,Rm,,,,1,0,0,0,H,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x0F008000,,"mulby_element,                                          ","//		mulby_element,                                          	/* 0x0F008000	MUL       	 */","//		0x0F008000,	/* MUL       	mulby_element	 */"
948,//,,,SMULL,,by_element,by_element,,,,0,Q,0,0,1,1,1,1,-,-,L,M,Rm,,,,1,0,1,0,H,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x0F00A000,,"smullby_element,                                        ","//		smullby_element,                                        	/* 0x0F00A000	SMULL     	 */","//		0x0F00A000,	/* SMULL     	smullby_element	 */"
949,//,,,SMULL2,,by_element,by_element,,,,0,Q,0,0,1,1,1,1,-,-,L,M,Rm,,,,1,0,1,0,H,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x0F00A000,,"smull2by_element,                                       ","//		smull2by_element,                                       	/* 0x0F00A000	SMULL2    	 */","//		0x0F00A000,	/* SMULL2    	smull2by_element	 */"
950,//,,,SQDMULL,v,by_element_Vector,by_element,Vector,,,0,Q,0,0,1,1,1,1,-,-,L,M,Rm,,,,1,0,1,1,H,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x0F00B000,,"vsqdmullby_element_Vector,                              ","//		vsqdmullby_element_Vector,                              	/* 0x0F00B000	SQDMULL   	 */","//		0x0F00B000,	/* SQDMULL   	vsqdmullby_element_Vector	 */"
951,//,,,SQDMULL2,v,by_element_Vector,by_element,Vector,,,0,Q,0,0,1,1,1,1,-,-,L,M,Rm,,,,1,0,1,1,H,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x0F00B000,,"vsqdmull2by_element_Vector,                             ","//		vsqdmull2by_element_Vector,                             	/* 0x0F00B000	SQDMULL2  	 */","//		0x0F00B000,	/* SQDMULL2  	vsqdmull2by_element_Vector	 */"
952,//,,,SQDMULH,v,by_element_Vector,by_element,Vector,,,0,Q,0,0,1,1,1,1,-,-,L,M,Rm,,,,1,1,0,0,H,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x0F00C000,,"vsqdmulhby_element_Vector,                              ","//		vsqdmulhby_element_Vector,                              	/* 0x0F00C000	SQDMULH   	 */","//		0x0F00C000,	/* SQDMULH   	vsqdmulhby_element_Vector	 */"
953,//,,,SQRDMULH,v,by_element_Vector,by_element,Vector,,,0,Q,0,0,1,1,1,1,-,-,L,M,Rm,,,,1,1,0,1,H,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x0F00D000,,"vsqrdmulhby_element_Vector,                             ","//		vsqrdmulhby_element_Vector,                             	/* 0x0F00D000	SQRDMULH  	 */","//		0x0F00D000,	/* SQRDMULH  	vsqrdmulhby_element_Vector	 */"
954,//,,,FMLA,v,by_element_Vector,by_element,Vector,,,0,Q,0,0,1,1,1,1,1,-,L,M,Rm,,,,0,0,0,1,H,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x0F801000,,"vfmlaby_element_Vector,                                 ","//		vfmlaby_element_Vector,                                 	/* 0x0F801000	FMLA      	 */","//		0x0F801000,	/* FMLA      	vfmlaby_element_Vector	 */"
955,//,,,FMLS,v,by_element_Vector,by_element,Vector,,,0,Q,0,0,1,1,1,1,1,-,L,M,Rm,,,,0,1,0,1,H,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x0F805000,,"vfmlsby_element_Vector,                                 ","//		vfmlsby_element_Vector,                                 	/* 0x0F805000	FMLS      	 */","//		0x0F805000,	/* FMLS      	vfmlsby_element_Vector	 */"
956,//,,,FMUL,v,by_element_Vector,by_element,Vector,,,0,Q,0,0,1,1,1,1,1,-,L,M,Rm,,,,1,0,0,1,H,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x0F809000,,"vfmulby_element_Vector,                                 ","//		vfmulby_element_Vector,                                 	/* 0x0F809000	FMUL      	 */","//		0x0F809000,	/* FMUL      	vfmulby_element_Vector	 */"
957,//,,,MLA,,by_element,by_element,,,,0,Q,1,0,1,1,1,1,-,-,L,M,Rm,,,,0,0,0,0,H,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x2F000000,,"mlaby_element,                                          ","//		mlaby_element,                                          	/* 0x2F000000	MLA       	 */","//		0x2F000000,	/* MLA       	mlaby_element	 */"
958,//,,,UMLAL,,by_element,by_element,,,,0,Q,1,0,1,1,1,1,-,-,L,M,Rm,,,,0,0,1,0,H,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x2F002000,,"umlalby_element,                                        ","//		umlalby_element,                                        	/* 0x2F002000	UMLAL     	 */","//		0x2F002000,	/* UMLAL     	umlalby_element	 */"
959,//,,,UMLAL2,,by_element,by_element,,,,0,Q,1,0,1,1,1,1,-,-,L,M,Rm,,,,0,0,1,0,H,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x2F002000,,"umlal2by_element,                                       ","//		umlal2by_element,                                       	/* 0x2F002000	UMLAL2    	 */","//		0x2F002000,	/* UMLAL2    	umlal2by_element	 */"
960,//,,,MLS,,by_element,by_element,,,,0,Q,1,0,1,1,1,1,-,-,L,M,Rm,,,,0,1,0,0,H,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x2F004000,,"mlsby_element,                                          ","//		mlsby_element,                                          	/* 0x2F004000	MLS       	 */","//		0x2F004000,	/* MLS       	mlsby_element	 */"
961,//,,,UMLSL,,by_element,by_element,,,,0,Q,1,0,1,1,1,1,-,-,L,M,Rm,,,,0,1,1,0,H,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x2F006000,,"umlslby_element,                                        ","//		umlslby_element,                                        	/* 0x2F006000	UMLSL     	 */","//		0x2F006000,	/* UMLSL     	umlslby_element	 */"
962,//,,,UMLSL2,,by_element,by_element,,,,0,Q,1,0,1,1,1,1,-,-,L,M,Rm,,,,0,1,1,0,H,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x2F006000,,"umlsl2by_element,                                       ","//		umlsl2by_element,                                       	/* 0x2F006000	UMLSL2    	 */","//		0x2F006000,	/* UMLSL2    	umlsl2by_element	 */"
963,//,,,UMULL,,by_element,by_element,,,,0,Q,1,0,1,1,1,1,-,-,L,M,Rm,,,,1,0,1,0,H,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x2F00A000,,"umullby_element,                                        ","//		umullby_element,                                        	/* 0x2F00A000	UMULL     	 */","//		0x2F00A000,	/* UMULL     	umullby_element	 */"
964,//,,,UMULL2,,by_element,by_element,,,,0,Q,1,0,1,1,1,1,-,-,L,M,Rm,,,,1,0,1,0,H,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x2F00A000,,"umull2by_element,                                       ","//		umull2by_element,                                       	/* 0x2F00A000	UMULL2    	 */","//		0x2F00A000,	/* UMULL2    	umull2by_element	 */"
965,//,,,FMULX,v,by_element_Vector,by_element,Vector,,,0,Q,1,0,1,1,1,1,1,-,L,M,Rm,,,,1,0,0,1,H,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x2F809000,,"vfmulxby_element_Vector,                                ","//		vfmulxby_element_Vector,                                	/* 0x2F809000	FMULX     	 */","//		0x2F809000,	/* FMULX     	vfmulxby_element_Vector	 */"
966,//,,AdvSIMD modified immediate,,,,,,,,0,Q,op,0,1,1,1,1,0,0,0,0,0,a,b,c,cmode,,,,o2,1,d,e,f,g,h,Rd,,,,,,,,,,,	/* AdvSIMD modified immediate */,	/* AdvSIMD modified immediate */
967,//,,,MOVI,v,32_bit_shifted_immediate,,32_bit_shifted_immediate,,,0,-,0,0,1,1,1,1,0,0,0,0,0,a,b,c,0,-,-,0,0,1,d,e,f,g,h,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:a:b:c:-:-:-:-:-:-:d:e:f:g:h:Rd::::,,0x0F000400,,"vmovi32_bit_shifted_immediate,                          ","//		vmovi32_bit_shifted_immediate,                          	/* 0x0F000400	MOVI      	 */","//		0x0F000400,	/* MOVI      	vmovi32_bit_shifted_immediate	 */"
968,//,,,ORR,v,vector_immediate_32_bit,vector_immediate,32_bit,,,0,-,0,0,1,1,1,1,0,0,0,0,0,a,b,c,0,-,-,1,0,1,d,e,f,g,h,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:a:b:c:-:-:-:-:-:-:d:e:f:g:h:Rd::::,,0x0F001400,,"vorrvector_immediate_32_bit,                            ","//		vorrvector_immediate_32_bit,                            	/* 0x0F001400	ORR       	 */","//		0x0F001400,	/* ORR       	vorrvector_immediate_32_bit	 */"
969,//,,,MOVI,v,16_bit_shifted_immediate,,16_bit_shifted_immediate,,,0,-,0,0,1,1,1,1,0,0,0,0,0,a,b,c,1,0,-,0,0,1,d,e,f,g,h,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:a:b:c:-:-:-:-:-:-:d:e:f:g:h:Rd::::,,0x0F008400,,"vmovi16_bit_shifted_immediate,                          ","//		vmovi16_bit_shifted_immediate,                          	/* 0x0F008400	MOVI      	 */","//		0x0F008400,	/* MOVI      	vmovi16_bit_shifted_immediate	 */"
970,//,,,ORR,v,vector_immediate_16_bit,vector_immediate,16_bit,,,0,-,0,0,1,1,1,1,0,0,0,0,0,a,b,c,1,0,-,1,0,1,d,e,f,g,h,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:a:b:c:-:-:-:-:-:-:d:e:f:g:h:Rd::::,,0x0F009400,,"vorrvector_immediate_16_bit,                            ","//		vorrvector_immediate_16_bit,                            	/* 0x0F009400	ORR       	 */","//		0x0F009400,	/* ORR       	vorrvector_immediate_16_bit	 */"
971,//,,,MOVI,v,32_bit_shifting_ones,,32_bit_shifting_ones,,,0,-,0,0,1,1,1,1,0,0,0,0,0,a,b,c,1,1,0,-,0,1,d,e,f,g,h,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:a:b:c:-:-:-:-:-:-:d:e:f:g:h:Rd::::,,0x0F00C400,,"vmovi32_bit_shifting_ones,                              ","//		vmovi32_bit_shifting_ones,                              	/* 0x0F00C400	MOVI      	 */","//		0x0F00C400,	/* MOVI      	vmovi32_bit_shifting_ones	 */"
972,//,,,MOVI,v,8_bit,,8_bit,,,0,-,0,0,1,1,1,1,0,0,0,0,0,a,b,c,1,1,1,0,0,1,d,e,f,g,h,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:a:b:c:-:-:-:-:-:-:d:e:f:g:h:Rd::::,,0x0F00E400,,"vmovi8_bit,                                             ","//		vmovi8_bit,                                             	/* 0x0F00E400	MOVI      	 */","//		0x0F00E400,	/* MOVI      	vmovi8_bit	 */"
973,//,,,FMOV,v,vector_immediate_Single_precision,vector_immediate,Single_precision,,,0,-,0,0,1,1,1,1,0,0,0,0,0,a,b,c,1,1,1,1,0,1,d,e,f,g,h,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:a:b:c:-:-:-:-:-:-:d:e:f:g:h:Rd::::,,0x0F00F400,,"vfmovvector_immediate_Single_precision,                 ","//		vfmovvector_immediate_Single_precision,                 	/* 0x0F00F400	FMOV      	 */","//		0x0F00F400,	/* FMOV      	vfmovvector_immediate_Single_precision	 */"
974,//,,,MVNI,v,32_bit_shifted_immediate,,32_bit_shifted_immediate,,,0,-,1,0,1,1,1,1,0,0,0,0,0,a,b,c,0,-,-,0,0,1,d,e,f,g,h,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:a:b:c:-:-:-:-:-:-:d:e:f:g:h:Rd::::,,0x2F000400,,"vmvni32_bit_shifted_immediate,                          ","//		vmvni32_bit_shifted_immediate,                          	/* 0x2F000400	MVNI      	 */","//		0x2F000400,	/* MVNI      	vmvni32_bit_shifted_immediate	 */"
975,//,,,BIC,v,vector_immediate_32_bit,vector_immediate,32_bit,,,0,-,1,0,1,1,1,1,0,0,0,0,0,a,b,c,0,-,-,1,0,1,d,e,f,g,h,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:a:b:c:-:-:-:-:-:-:d:e:f:g:h:Rd::::,,0x2F001400,,"vbicvector_immediate_32_bit,                            ","//		vbicvector_immediate_32_bit,                            	/* 0x2F001400	BIC       	 */","//		0x2F001400,	/* BIC       	vbicvector_immediate_32_bit	 */"
976,//,,,MVNI,v,16_bit_shifted_immediate,,16_bit_shifted_immediate,,,0,-,1,0,1,1,1,1,0,0,0,0,0,a,b,c,1,0,-,0,0,1,d,e,f,g,h,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:a:b:c:-:-:-:-:-:-:d:e:f:g:h:Rd::::,,0x2F008400,,"vmvni16_bit_shifted_immediate,                          ","//		vmvni16_bit_shifted_immediate,                          	/* 0x2F008400	MVNI      	 */","//		0x2F008400,	/* MVNI      	vmvni16_bit_shifted_immediate	 */"
977,//,,,BIC,v,vector_immediate_16_bit,vector_immediate,16_bit,,,0,-,1,0,1,1,1,1,0,0,0,0,0,a,b,c,1,0,-,1,0,1,d,e,f,g,h,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:a:b:c:-:-:-:-:-:-:d:e:f:g:h:Rd::::,,0x2F009400,,"vbicvector_immediate_16_bit,                            ","//		vbicvector_immediate_16_bit,                            	/* 0x2F009400	BIC       	 */","//		0x2F009400,	/* BIC       	vbicvector_immediate_16_bit	 */"
978,//,,,MVNI,v,32_bit_shifting_ones,,32_bit_shifting_ones,,,0,-,1,0,1,1,1,1,0,0,0,0,0,a,b,c,1,1,0,-,0,1,d,e,f,g,h,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:a:b:c:-:-:-:-:-:-:d:e:f:g:h:Rd::::,,0x2F00C400,,"vmvni32_bit_shifting_ones,                              ","//		vmvni32_bit_shifting_ones,                              	/* 0x2F00C400	MVNI      	 */","//		0x2F00C400,	/* MVNI      	vmvni32_bit_shifting_ones	 */"
979,//,,,MOVI,v,64_bit_scalar,,64_bit_scalar,,,0,0,1,0,1,1,1,1,0,0,0,0,0,a,b,c,1,1,1,0,0,1,d,e,f,g,h,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:a:b:c:-:-:-:-:-:-:d:e:f:g:h:Rd::::,,0x2F00E400,,"vmovi64_bit_scalar,                                     ","//		vmovi64_bit_scalar,                                     	/* 0x2F00E400	MOVI      	 */","//		0x2F00E400,	/* MOVI      	vmovi64_bit_scalar	 */"
980,//,,,MOVI,v,64_bit_vector,,64_bit_vector,,,0,1,1,0,1,1,1,1,0,0,0,0,0,a,b,c,1,1,1,0,0,1,d,e,f,g,h,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:a:b:c:-:-:-:-:-:-:d:e:f:g:h:Rd::::,,0x6F00E400,,"vmovi64_bit_vector,                                     ","//		vmovi64_bit_vector,                                     	/* 0x6F00E400	MOVI      	 */","//		0x6F00E400,	/* MOVI      	vmovi64_bit_vector	 */"
981,//,,,FMOV,v,vector_immediate_Double_precision,vector_immediate,Double_precision,,,0,1,1,0,1,1,1,1,0,0,0,0,0,a,b,c,1,1,1,1,0,1,d,e,f,g,h,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:a:b:c:-:-:-:-:-:-:d:e:f:g:h:Rd::::,,0x6F00F400,,"vfmovvector_immediate_Double_precision,                 ","//		vfmovvector_immediate_Double_precision,                 	/* 0x6F00F400	FMOV      	 */","//		0x6F00F400,	/* FMOV      	vfmovvector_immediate_Double_precision	 */"
982,//,,AdvSIMD shift by immediate,,,,,,,,0,Q,U,0,1,1,1,1,0,immh,,,,immb,,,opcode,,,,,1,Rn,,,,,Rd,,,,,,,,,,,	/* AdvSIMD shift by immediate */,	/* AdvSIMD shift by immediate */
983,//,,,SSHR,v,Vector,,Vector,,,0,Q,0,0,1,1,1,1,0,immh,,,,immb,,,0,0,0,0,0,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:immh::::immb:::-:-:-:-:-:-:Rn:::::Rd::::,,0x0F000400,,"vsshrVector,                                            ","//		vsshrVector,                                            	/* 0x0F000400	SSHR      	 */","//		0x0F000400,	/* SSHR      	vsshrVector	 */"
